fips,county_name,population
42039,"Crawford County, Pennsylvania",83876
42041,"Cumberland County, Pennsylvania",261269
42043,"Dauphin County, Pennsylvania",286108
42045,"Delaware County, Pennsylvania",575312
42047,"Elk County, Pennsylvania",30886
42049,"Erie County, Pennsylvania",270495
42051,"Fayette County, Pennsylvania",128417
42053,"Forest County, Pennsylvania",6959
42055,"Franklin County, Pennsylvania",156084
42057,"Fulton County, Pennsylvania",14545
42059,"Greene County, Pennsylvania",35781
42061,"Huntingdon County, Pennsylvania",44123
42063,"Indiana County, Pennsylvania",83394
42065,"Jefferson County, Pennsylvania",44326
42067,"Juniata County, Pennsylvania",23535
42069,"Lackawanna County, Pennsylvania",215672
42071,"Lancaster County, Pennsylvania",553202
42073,"Lawrence County, Pennsylvania",85907
42075,"Lebanon County, Pennsylvania",143258
42077,"Lehigh County, Pennsylvania",374110
42079,"Luzerne County, Pennsylvania",325396
42081,"Lycoming County, Pennsylvania",114022
42083,"McKean County, Pennsylvania",40459
42085,"Mercer County, Pennsylvania",110600
42087,"Mifflin County, Pennsylvania",46146
42089,"Monroe County, Pennsylvania",168128
42091,"Montgomery County, Pennsylvania",856399
42093,"Montour County, Pennsylvania",18165
42095,"Northampton County, Pennsylvania",314299
42097,"Northumberland County, Pennsylvania",91340
42099,"Perry County, Pennsylvania",45941
42101,"Philadelphia County, Pennsylvania",1593208
42103,"Pike County, Pennsylvania",58996
42105,"Potter County, Pennsylvania",16390
42107,"Schuylkill County, Pennsylvania",143201
42109,"Snyder County, Pennsylvania",39797
42111,"Somerset County, Pennsylvania",73802
42113,"Sullivan County, Pennsylvania",5880
42115,"Susquehanna County, Pennsylvania",38540
42117,"Tioga County, Pennsylvania",41186
42119,"Union County, Pennsylvania",42908
42121,"Venango County, Pennsylvania",50475
42123,"Warren County, Pennsylvania",38492
42125,"Washington County, Pennsylvania",209631
42127,"Wayne County, Pennsylvania",51227
42129,"Westmoreland County, Pennsylvania",354414
42131,"Wyoming County, Pennsylvania",26219
42133,"York County, Pennsylvania",457051
44001,"Bristol County, Rhode Island",50658
44003,"Kent County, Rhode Island",170168
44005,"Newport County, Rhode Island",85442
44007,"Providence County, Rhode Island",657984
44009,"Washington County, Rhode Island",129998
45001,"Abbeville County, South Carolina",24368
45003,"Aiken County, South Carolina",169865
45005,"Allendale County, South Carolina",8073
45007,"Anderson County, South Carolina",204592
45009,"Bamberg County, South Carolina",13311
45011,"Barnwell County, South Carolina",20653
45013,"Beaufort County, South Carolina",189071
45015,"Berkeley County, South Carolina",231419
45017,"Calhoun County, South Carolina",14145
45019,"Charleston County, South Carolina",409840
45021,"Cherokee County, South Carolina",56200
45023,"Chester County, South Carolina",32171
45025,"Chesterfield County, South Carolina",43536
45027,"Clarendon County, South Carolina",31163
45029,"Colleton County, South Carolina",38561
45031,"Darlington County, South Carolina",63025
45033,"Dillon County, South Carolina",28255
45035,"Dorchester County, South Carolina",162139
45037,"Edgefield County, South Carolina",26181
45039,"Fairfield County, South Carolina",20942
45041,"Florence County, South Carolina",137015
45043,"Georgetown County, South Carolina",63594
45045,"Greenville County, South Carolina",528251
45047,"Greenwood County, South Carolina",69309
45049,"Hampton County, South Carolina",18890
45051,"Horry County, South Carolina",356578
45053,"Jasper County, South Carolina",29444
45055,"Kershaw County, South Carolina",65779
45057,"Lancaster County, South Carolina",97611
45059,"Laurens County, South Carolina",67456
45061,"Lee County, South Carolina",16557
45063,"Lexington County, South Carolina",295934
45065,"McCormick County, South Carolina",9612
45067,"Marion County, South Carolina",29212
45069,"Marlboro County, South Carolina",26585
45071,"Newberry County, South Carolina",37918
45073,"Oconee County, South Carolina",78775
45075,"Orangeburg County, South Carolina",84159
45077,"Pickens County, South Carolina",131106
45079,"Richland County, South Carolina",416161
45081,"Saluda County, South Carolina",18952
45083,"Spartanburg County, South Carolina",330119
45085,"Sumter County, South Carolina",105199
45087,"Union County, South Carolina",27158
45089,"Williamsburg County, South Carolina",30879
45091,"York County, South Carolina",282987
46003,"Aurora County, South Dakota",2590
46005,"Beadle County, South Dakota",19089
46007,"Bennett County, South Dakota",3391
46009,"Bon Homme County, South Dakota",7018
46011,"Brookings County, South Dakota",34631
46013,"Brown County, South Dakota",38278
46015,"Brule County, South Dakota",5247
46017,"Buffalo County, South Dakota",1859
46019,"Butte County, South Dakota",10369
46021,"Campbell County, South Dakota",1534
46023,"Charles Mix County, South Dakota",9302
46025,"Clark County, South Dakota",3837
46027,"Clay County, South Dakota",14953
46029,"Codington County, South Dakota",28402
46031,"Corson County, South Dakota",3906
46033,"Custer County, South Dakota",8515
46035,"Davison County, South Dakota",19966
46037,"Day County, South Dakota",5485
46039,"Deuel County, South Dakota",4298
46041,"Dewey County, South Dakota",5275
46043,"Douglas County, South Dakota",2823
46045,"Edmunds County, South Dakota",4014
46047,"Fall River County, South Dakota",7079
46049,"Faulk County, South Dakota",2140
46051,"Grant County, South Dakota",7533
46053,"Gregory County, South Dakota",3983
46055,"Haakon County, South Dakota",1755
46057,"Hamlin County, South Dakota",6196
46059,"Hand County, South Dakota",3075
46061,"Hanson County, South Dakota",3443
46063,"Harding County, South Dakota",1176
46065,"Hughes County, South Dakota",17812
46067,"Hutchinson County, South Dakota",7401
46069,"Hyde County, South Dakota",1319
46071,"Jackson County, South Dakota",2838
46073,"Jerauld County, South Dakota",1836
46075,"Jones County, South Dakota",1006
46077,"Kingsbury County, South Dakota",5172
46079,"Lake County, South Dakota",11207
46081,"Lawrence County, South Dakota",26047
46083,"Lincoln County, South Dakota",65801
46085,"Lyman County, South Dakota",3719
46087,"McCook County, South Dakota",5714
46089,"McPherson County, South Dakota",2251
46091,"Marshall County, South Dakota",4363
46093,"Meade County, South Dakota",29970
46095,"Mellette County, South Dakota",1989
46097,"Miner County, South Dakota",2312
46099,"Minnehaha County, South Dakota",197742
46101,"Moody County, South Dakota",6346
46102,"Oglala Lakota County, South Dakota",13695
46103,"Pennington County, South Dakota",110386
46105,"Perkins County, South Dakota",2970
46107,"Potter County, South Dakota",2587
46109,"Roberts County, South Dakota",10242
46111,"Sanborn County, South Dakota",2373
46115,"Spink County, South Dakota",6355
46117,"Stanley County, South Dakota",2979
46119,"Sully County, South Dakota",1318
46121,"Todd County, South Dakota",9353
46123,"Tripp County, South Dakota",5607
46125,"Turner County, South Dakota",8687
46127,"Union County, South Dakota",16700
46129,"Walworth County, South Dakota",5317
46135,"Yankton County, South Dakota",23311
46137,"Ziebach County, South Dakota",2455
47001,"Anderson County, Tennessee",77337
47003,"Bedford County, Tennessee",50533
47005,"Benton County, Tennessee",15933
47007,"Bledsoe County, Tennessee",14816
47009,"Blount County, Tennessee",135951
47011,"Bradley County, Tennessee",108859
47013,"Campbell County, Tennessee",39397
47015,"Cannon County, Tennessee",14481
47017,"Carroll County, Tennessee",28381
47019,"Carter County, Tennessee",56315
47021,"Cheatham County, Tennessee",41184
47023,"Chester County, Tennessee",17392
47025,"Claiborne County, Tennessee",32092
47027,"Clay County, Tennessee",7592
47029,"Cocke County, Tennessee",36186
47031,"Coffee County, Tennessee",58080
47033,"Crockett County, Tennessee",13955
47035,"Cumberland County, Tennessee",61552
47037,"Davidson County, Tennessee",709786
47039,"Decatur County, Tennessee",11483
47041,"DeKalb County, Tennessee",20209
47043,"Dickson County, Tennessee",54563
47045,"Dyer County, Tennessee",36818
47047,"Fayette County, Tennessee",42228
47049,"Fentress County, Tennessee",18642
47051,"Franklin County, Tennessee",42980
47053,"Gibson County, Tennessee",50455
47055,"Giles County, Tennessee",30317
47057,"Grainger County, Tennessee",23648
47059,"Greene County, Tennessee",70399
47061,"Grundy County, Tennessee",13550
47063,"Hamblen County, Tennessee",64531
47065,"Hamilton County, Tennessee",367193
47067,"Hancock County, Tennessee",6726
47069,"Hardeman County, Tennessee",25519
47071,"Hardin County, Tennessee",26824
47073,"Hawkins County, Tennessee",57107
47075,"Haywood County, Tennessee",17806
47077,"Henderson County, Tennessee",27845
47079,"Henry County, Tennessee",32305
47081,"Hickman County, Tennessee",24996
47083,"Houston County, Tennessee",8253
47085,"Humphreys County, Tennessee",19032
47087,"Jackson County, Tennessee",11730
47089,"Jefferson County, Tennessee",55017
47091,"Johnson County, Tennessee",17982
47093,"Knox County, Tennessee",481406
47095,"Lake County, Tennessee",6898
47097,"Lauderdale County, Tennessee",25171
47099,"Lawrence County, Tennessee",44377
47101,"Lewis County, Tennessee",12637
47103,"Lincoln County, Tennessee",35365
47105,"Loudon County, Tennessee",55507
47107,"McMinn County, Tennessee",53532
47109,"McNairy County, Tennessee",25895
47111,"Macon County, Tennessee",25365
47113,"Madison County, Tennessee",98644
47115,"Marion County, Tennessee",28852
47117,"Marshall County, Tennessee",34567
47119,"Maury County, Tennessee",102002
47121,"Meigs County, Tennessee",12839
47123,"Monroe County, Tennessee",46489
47125,"Montgomery County, Tennessee",222305
47127,"Moore County, Tennessee",6558
47129,"Morgan County, Tennessee",21124
47131,"Obion County, Tennessee",30670
47133,"Overton County, Tennessee",22576
47135,"Perry County, Tennessee",8432
47137,"Pickett County, Tennessee",5042
47139,"Polk County, Tennessee",17620
47141,"Putnam County, Tennessee",80157
47143,"Rhea County, Tennessee",33031
47145,"Roane County, Tennessee",53777
47147,"Robertson County, Tennessee",73297
47149,"Rutherford County, Tennessee",343727
47151,"Scott County, Tennessee",21917
47153,"Sequatchie County, Tennessee",16065
47155,"Sevier County, Tennessee",98455
47157,"Shelby County, Tennessee",926440
47159,"Smith County, Tennessee",20034
47161,"Stewart County, Tennessee",13724
47163,"Sullivan County, Tennessee",158722
47165,"Sumner County, Tennessee",196845
47167,"Tipton County, Tennessee",61116
47169,"Trousdale County, Tennessee",11596
47171,"Unicoi County, Tennessee",17845
47173,"Union County, Tennessee",19860
47175,"Van Buren County, Tennessee",6182
47177,"Warren County, Tennessee",41163
47179,"Washington County, Tennessee",133282
47181,"Wayne County, Tennessee",16325
47183,"Weakley County, Tennessee",32946
47185,"White County, Tennessee",27420
47187,"Williamson County, Tennessee",248897
47189,"Wilson County, Tennessee",149096
48001,"Anderson County, Texas",58077
48003,"Andrews County, Texas",18362
48005,"Angelina County, Texas",86608
48007,"Aransas County, Texas",24048
48009,"Archer County, Texas",8649
48011,"Armstrong County, Texas",1912
48013,"Atascosa County, Texas",49403
48015,"Austin County, Texas",30406
48017,"Bailey County, Texas",6902
48019,"Bandera County, Texas",21182
48021,"Bastrop County, Texas",98435
48023,"Baylor County, Texas",3475
48025,"Bee County, Texas",30977
48027,"Bell County, Texas",372821
48029,"Bexar County, Texas",2014059
48031,"Blanco County, Texas",11608
48033,"Borden County, Texas",686
48035,"Bosque County, Texas",18404
48037,"Bowie County, Texas",92747
48039,"Brazoria County, Texas",374600
48041,"Brazos County, Texas",234548
48043,"Brewster County, Texas",9454
48045,"Briscoe County, Texas",1290
48047,"Brooks County, Texas",7059
48049,"Brown County, Texas",38159
48051,"Burleson County, Texas",17958
48053,"Burnet County, Texas",49684
48055,"Caldwell County, Texas",46141
48057,"Calhoun County, Texas",20127
48059,"Callahan County, Texas",13869
48061,"Cameron County, Texas",421854
48063,"Camp County, Texas",12543
48065,"Carson County, Texas",5801
48067,"Cass County, Texas",28637
48069,"Castro County, Texas",7381
48071,"Chambers County, Texas",47037
48073,"Cherokee County, Texas",50824
48075,"Childress County, Texas",6781
48077,"Clay County, Texas",10290
48079,"Cochran County, Texas",2529
48081,"Coke County, Texas",3305
48083,"Coleman County, Texas",7808
48085,"Collin County, Texas",1079153
48087,"Collingsworth County, Texas",2865
48089,"Colorado County, Texas",20582
48091,"Comal County, Texas",165201
48093,"Comanche County, Texas",13651
48095,"Concho County, Texas",3235
48097,"Cooke County, Texas",41860
48099,"Coryell County, Texas",82927
48101,"Cottle County, Texas",1647
48103,"Crane County, Texas",4636
48105,"Crockett County, Texas",2949
48107,"Crosby County, Texas",5157
48109,"Culberson County, Texas",2181
48111,"Dallam County, Texas",7165
48113,"Dallas County, Texas",2604053
48115,"Dawson County, Texas",12342
48117,"Deaf Smith County, Texas",18585
48119,"Delta County, Texas",5278
48121,"Denton County, Texas",914870
48123,"DeWitt County, Texas",19826
48125,"Dickens County, Texas",1570
48127,"Dimmit County, Texas",8672
48129,"Donley County, Texas",3298
48131,"Duval County, Texas",9960
48133,"Eastland County, Texas",17812
48135,"Ector County, Texas",162300
48137,"Edwards County, Texas",1380
48139,"Ellis County, Texas",195509
48141,"El Paso County, Texas",863832
48143,"Erath County, Texas",42788
48145,"Falls County, Texas",17013
48147,"Fannin County, Texas",36052
48149,"Fayette County, Texas",24564
48151,"Fisher County, Texas",3680
48153,"Floyd County, Texas",5386
48155,"Foard County, Texas",1075
48157,"Fort Bend County, Texas",832607
48159,"Franklin County, Texas",10445
48161,"Freestone County, Texas",19599
48163,"Frio County, Texas",18151
48165,"Gaines County, Texas",21523
48167,"Galveston County, Texas",350801
48169,"Garza County, Texas",5735
48171,"Gillespie County, Texas",26953
48173,"Glasscock County, Texas",1068
48175,"Goliad County, Texas",7092
48177,"Gonzales County, Texas",19736
48179,"Gray County, Texas",21272
48181,"Grayson County, Texas",137008
48183,"Gregg County, Texas",124245
48185,"Grimes County, Texas",29442
48187,"Guadalupe County, Texas",173828
48189,"Hale County, Texas",32525
48191,"Hall County, Texas",2847
48193,"Hamilton County, Texas",8244
48195,"Hansford County, Texas",5270
48197,"Hardeman County, Texas",3541
48199,"Hardin County, Texas",56576
48201,"Harris County, Texas",4726177
48203,"Harrison County, Texas",69098
48205,"Hartley County, Texas",5369
48207,"Haskell County, Texas",5408
48209,"Hays County, Texas",245351
48211,"Hemphill County, Texas",3371
48213,"Henderson County, Texas",82627
48215,"Hidalgo County, Texas",873167
48217,"Hill County, Texas",36138
48219,"Hockley County, Texas",21495
48221,"Hood County, Texas",62459
48223,"Hopkins County, Texas",37008
48225,"Houston County, Texas",22107
48227,"Howard County, Texas",34488
48229,"Hudspeth County, Texas",3329
48231,"Hunt County, Texas",101596
48233,"Hutchinson County, Texas",20595
48235,"Irion County, Texas",1561
48237,"Jack County, Texas",8588
48239,"Jackson County, Texas",15010
48241,"Jasper County, Texas",33032
48243,"Jeff Davis County, Texas",1992
48245,"Jefferson County, Texas",254942
48247,"Jim Hogg County, Texas",4830
48249,"Jim Wells County, Texas",39060
48251,"Johnson County, Texas",182690
48253,"Jones County, Texas",19758
48255,"Karnes County, Texas",14805
48257,"Kaufman County, Texas",149773
48259,"Kendall County, Texas",45376
48261,"Kenedy County, Texas",116
48263,"Kent County, Texas",635
48265,"Kerr County, Texas",52810
48267,"Kimble County, Texas",4316
48269,"King County, Texas",216
48271,"Kinney County, Texas",3157
48273,"Kleberg County, Texas",30860
48275,"Knox County, Texas",3333
48277,"Lamar County, Texas",50149
48279,"Lamb County, Texas",13024
48281,"Lampasas County, Texas",21829
48283,"La Salle County, Texas",6965
48285,"Lavaca County, Texas",20379
48287,"Lee County, Texas",17543
48289,"Leon County, Texas",15928
48291,"Liberty County, Texas",93523
48293,"Limestone County, Texas",22222
48295,"Lipscomb County, Texas",3038
48297,"Live Oak County, Texas",11374
48299,"Llano County, Texas",21637
48301,"Loving County, Texas",96
48303,"Lubbock County, Texas",311509
48305,"Lynn County, Texas",5619
48307,"McCulloch County, Texas",7638
48309,"McLennan County, Texas",261090
48311,"McMullen County, Texas",670
48313,"Madison County, Texas",13556
48315,"Marion County, Texas",9668
48317,"Martin County, Texas",5228
48319,"Mason County, Texas",3959
48321,"Matagorda County, Texas",36251
48323,"Maverick County, Texas",57806
48325,"Medina County, Texas",51432
48327,"Menard County, Texas",1964
48329,"Midland County, Texas",169393
48331,"Milam County, Texas",25080
48333,"Mills County, Texas",4501
48335,"Mitchell County, Texas",8947
48337,"Montague County, Texas",20197
48339,"Montgomery County, Texas",629989
48341,"Moore County, Texas",21284
48343,"Morris County, Texas",11993
48345,"Motley County, Texas",1223
48347,"Nacogdoches County, Texas",64768
48349,"Navarro County, Texas",52834
48351,"Newton County, Texas",12333
48353,"Nolan County, Texas",14657
48355,"Nueces County, Texas",353245
48357,"Ochiltree County, Texas",9924
48359,"Oldham County, Texas",2171
48361,"Orange County, Texas",84761
48363,"Palo Pinto County, Texas",28569
48365,"Panola County, Texas",22540
48367,"Parker County, Texas",151188
48369,"Parmer County, Texas",9809
48371,"Pecos County, Texas",15114
48373,"Polk County, Texas",50536
48375,"Potter County, Texas",117905
48377,"Presidio County, Texas",6168
48379,"Rains County, Texas",12257
48381,"Randall County, Texas",141489
48383,"Reagan County, Texas",3308
48385,"Real County, Texas",2830
48387,"Red River County, Texas",11627
48389,"Reeves County, Texas",14022
48391,"Refugio County, Texas",6718
48393,"Roberts County, Texas",764
48395,"Robertson County, Texas",16912
48397,"Rockwall County, Texas",110631
48399,"Runnels County, Texas",9858
48401,"Rusk County, Texas",52755
48403,"Sabine County, Texas",9980
48405,"San Augustine County, Texas",7920
48407,"San Jacinto County, Texas",27666
48409,"San Patricio County, Texas",68942
48411,"San Saba County, Texas",5779
48413,"Schleicher County, Texas",2474
48415,"Scurry County, Texas",16883
48417,"Shackelford County, Texas",3134
48419,"Shelby County, Texas",24157
48421,"Sherman County, Texas",2414
48423,"Smith County, Texas",234667
48425,"Somervell County, Texas",9337
48427,"Starr County, Texas",65716
48429,"Stephens County, Texas",9260
48431,"Sterling County, Texas",1392
48433,"Stonewall County, Texas",1331
48435,"Sutton County, Texas",3345
48437,"Swisher County, Texas",6989
48439,"Tarrant County, Texas",2113854
48441,"Taylor County, Texas",143029
48443,"Terrell County, Texas",862
48445,"Terry County, Texas",11816
48447,"Throckmorton County, Texas",1439
48449,"Titus County, Texas",31301
48451,"Tom Green County, Texas",119276
48453,"Travis County, Texas",1289054
48455,"Trinity County, Texas",13735
48457,"Tyler County, Texas",19962
48459,"Upshur County, Texas",41261
48461,"Upton County, Texas",3284
48463,"Uvalde County, Texas",24833
48465,"Val Verde County, Texas",47693
48467,"Van Zandt County, Texas",60053
48469,"Victoria County, Texas",91209
48471,"Walker County, Texas",77182
48473,"Waller County, Texas",57463
48475,"Ward County, Texas",11347
48477,"Washington County, Texas",35807
48479,"Webb County, Texas",267282
48481,"Wharton County, Texas",41614
48483,"Wheeler County, Texas",4980
48485,"Wichita County, Texas",129584
48487,"Wilbarger County, Texas",12795
48489,"Willacy County, Texas",20308
48491,"Williamson County, Texas",617396
48493,"Wilson County, Texas",50381
48495,"Winkler County, Texas",7582
48497,"Wise County, Texas",70062
48499,"Wood County, Texas",45341
48501,"Yoakum County, Texas",7630
48503,"Young County, Texas",17903
48505,"Zapata County, Texas",13896
48507,"Zavala County, Texas",9700
49001,"Beaver County, Utah",7102
49003,"Box Elder County, Utah",58291
49005,"Cache County, Utah",134428
49007,"Carbon County, Utah",20338
49009,"Daggett County, Utah",638
49011,"Davis County, Utah",363032
49013,"Duchesne County, Utah",19779
49015,"Emery County, Utah",9898
49017,"Garfield County, Utah",5121
49019,"Grand County, Utah",9680
49021,"Iron County, Utah",58068
49023,"Juab County, Utah",11943
49025,"Kane County, Utah",7814
49027,"Millard County, Utah",13027
49029,"Morgan County, Utah",12367
49031,"Piute County, Utah",1764
49033,"Rich County, Utah",2543
49035,"Salt Lake County, Utah",1180643
49037,"San Juan County, Utah",14524
49039,"Sanpete County, Utah",28816
49041,"Sevier County, Utah",21667
49043,"Summit County, Utah",42524
49045,"Tooele County, Utah",74032
49047,"Uintah County, Utah",35951
49049,"Utah County, Utah",666021
49051,"Wasatch County, Utah",35009
49053,"Washington County, Utah",183297
49055,"Wayne County, Utah",2532
49057,"Weber County, Utah",262960
50001,"Addison County, Vermont",37434
50003,"Bennington County, Vermont",37326
50005,"Caledonia County, Vermont",30418
50007,"Chittenden County, Vermont",168309
50009,"Essex County, Vermont",5976
50011,"Franklin County, Vermont",50101
50013,"Grand Isle County, Vermont",7335
50015,"Lamoille County, Vermont",25977
50017,"Orange County, Vermont",29439
50019,"Orleans County, Vermont",27459
50021,"Rutland County, Vermont",60585
50023,"Washington County, Vermont",59768
50025,"Windham County, Vermont",45857
50027,"Windsor County, Vermont",57832
51001,"Accomack County, Virginia",33367
51003,"Albemarle County, Virginia",112513
51005,"Alleghany County, Virginia",15159
51007,"Amelia County, Virginia",13309
51009,"Amherst County, Virginia",31426
51011,"Appomattox County, Virginia",16253
51013,"Arlington County, Virginia",235845
51015,"Augusta County, Virginia",77433
51017,"Bath County, Virginia",4177
51019,"Bedford County, Virginia",79761
51021,"Bland County, Virginia",6241
51023,"Botetourt County, Virginia",33734
51025,"Brunswick County, Virginia",15965
51027,"Buchanan County, Virginia",20246
51029,"Buckingham County, Virginia",16869
51031,"Campbell County, Virginia",55518
51033,"Caroline County, Virginia",31181
51035,"Carroll County, Virginia",29126
51036,"Charles City County, Virginia",6760
51037,"Charlotte County, Virginia",11563
51041,"Chesterfield County, Virginia",366019
51043,"Clarke County, Virginia",14882
51045,"Craig County, Virginia",4898
51047,"Culpeper County, Virginia",52822
51049,"Cumberland County, Virginia",9697
51051,"Dickenson County, Virginia",14089
51053,"Dinwiddie County, Virginia",28057
51057,"Essex County, Virginia",10602
51059,"Fairfax County, Virginia",1145354
51061,"Fauquier County, Virginia",73290
51063,"Floyd County, Virginia",15532
51065,"Fluvanna County, Virginia",27442
51067,"Franklin County, Virginia",54838
51069,"Frederick County, Virginia",92007
51071,"Giles County, Virginia",16711
51073,"Gloucester County, Virginia",38875
51075,"Goochland County, Virginia",24906
51077,"Grayson County, Virginia",15356
51079,"Greene County, Virginia",20631
51081,"Greensville County, Virginia",11373
51083,"Halifax County, Virginia",34013
51085,"Hanover County, Virginia",110513
51087,"Henrico County, Virginia",333120
51089,"Henry County, Virginia",50760
51091,"Highland County, Virginia",2247
51093,"Isle of Wight County, Virginia",38898
51095,"James City County, Virginia",78818
51097,"King and Queen County, Virginia",6681
51099,"King George County, Virginia",26985
51101,"King William County, Virginia",17845
51103,"Lancaster County, Virginia",10866
51105,"Lee County, Virginia",22287
51107,"Loudoun County, Virginia",420773
51109,"Louisa County, Virginia",38106
51111,"Lunenburg County, Virginia",11988
51113,"Madison County, Virginia",13828
51115,"Mathews County, Virginia",8537
51117,"Mecklenburg County, Virginia",30367
51119,"Middlesex County, Virginia",10738
51121,"Montgomery County, Virginia",99373
51125,"Nelson County, Virginia",14773
51127,"New Kent County, Virginia",23296
51131,"Northampton County, Virginia",12132
51133,"Northumberland County, Virginia",12007
51135,"Nottoway County, Virginia",15638
51137,"Orange County, Virginia",36593
51139,"Page County, Virginia",23753
51141,"Patrick County, Virginia",17660
51143,"Pittsylvania County, Virginia",60541
51145,"Powhatan County, Virginia",30503
51147,"Prince Edward County, Virginia",21922
51149,"Prince George County, Virginia",42634
51153,"Prince William County, Virginia",481114
51155,"Pulaski County, Virginia",33841
51157,"Rappahannock County, Virginia",7422
51159,"Richmond County, Virginia",8968
51161,"Roanoke County, Virginia",96653
51163,"Rockbridge County, Virginia",22673
51165,"Rockingham County, Virginia",83905
51167,"Russell County, Virginia",25763
51169,"Scott County, Virginia",21536
51171,"Shenandoah County, Virginia",44337
51173,"Smyth County, Virginia",29799
51175,"Southampton County, Virginia",18003
51177,"Spotsylvania County, Virginia",141097
51179,"Stafford County, Virginia",157606
51181,"Surry County, Virginia",6546
51183,"Sussex County, Virginia",10866
51185,"Tazewell County, Virginia",40392
51187,"Warren County, Virginia",40800
51191,"Washington County, Virginia",53985
51193,"Westmoreland County, Virginia",18480
51195,"Wise County, Virginia",36105
51197,"Wythe County, Virginia",28275
51199,"York County, Virginia",70238
51510,"Alexandria city, Virginia",157594
51520,"Bristol city, Virginia",17036
51530,"Buena Vista city, Virginia",6639
51540,"Charlottesville city, Virginia",46289
51550,"Chesapeake city, Virginia",249377
51570,"Colonial Heights city, Virginia",18158
51580,"Covington city, Virginia",5722
51590,"Danville city, Virginia",42507
51595,"Emporia city, Virginia",5680
51600,"Fairfax city, Virginia",24242
51610,"Falls Church city, Virginia",14576
51620,"Franklin city, Virginia",8194
51630,"Fredericksburg city, Virginia",28258
51640,"Galax city, Virginia",6687
51650,"Hampton city, Virginia",137217
51660,"Harrisonburg city, Virginia",51784
51670,"Hopewell city, Virginia",23046
51678,"Lexington city, Virginia",7346
51680,"Lynchburg city, Virginia",79166
51683,"Manassas city, Virginia",42620
51685,"Manassas Park city, Virginia",17123
51690,"Martinsville city, Virginia",13539
51700,"Newport News city, Virginia",185118
51710,"Norfolk city, Virginia",236973
51720,"Norton city, Virginia",3668
51730,"Petersburg city, Virginia",33261
51735,"Poquoson city, Virginia",12479
51740,"Portsmouth city, Virginia",97384
51750,"Radford city, Virginia",16379
51760,"Richmond city, Virginia",227171
51770,"Roanoke city, Virginia",99213
51775,"Salem city, Virginia",25372
51790,"Staunton city, Virginia",25581
51800,"Suffolk city, Virginia",94856
51810,"Virginia Beach city, Virginia",457900
51820,"Waynesboro city, Virginia",22341
51830,"Williamsburg city, Virginia",15486
51840,"Winchester city, Virginia",28103
53001,"Adams County, Washington",20557
53003,"Asotin County, Washington",22370
53005,"Benton County, Washington",207560
53007,"Chelan County, Washington",79076
53009,"Clallam County, Washington",77333
53011,"Clark County, Washington",504091
53013,"Columbia County, Washington",3980
53015,"Cowlitz County, Washington",110621
53017,"Douglas County, Washington",43189
53019,"Ferry County, Washington",7260
53021,"Franklin County, Washington",96692
53023,"Garfield County, Washington",2310
53025,"Grant County, Washington",99145
53027,"Grays Harbor County, Washington",75672
53029,"Island County, Washington",86510
53031,"Jefferson County, Washington",33006
53033,"King County, Washington",2254371
53035,"Kitsap County, Washington",275411
53037,"Kittitas County, Washington",44424
53039,"Klickitat County, Washington",22798
53041,"Lewis County, Washington",82663
53043,"Lincoln County, Washington",11036
53045,"Mason County, Washington",66053
53047,"Okanogan County, Washington",42336
53049,"Pacific County, Washington",23396
53051,"Pend Oreille County, Washington",13570
53053,"Pierce County, Washington",918993
53055,"San Juan County, Washington",18001
53057,"Skagit County, Washington",129480
53059,"Skamania County, Washington",12118
53061,"Snohomish County, Washington",828337
53063,"Spokane County, Washington",538711
53065,"Stevens County, Washington",46774
53067,"Thurston County, Washington",294272
53069,"Wahkiakum County, Washington",4476
53071,"Walla Walla County, Washington",62150
53073,"Whatcom County, Washington",226523
53075,"Whitman County, Washington",47141
53077,"Yakima County, Washington",256143
54001,"Barbour County, West Virginia",15527
54003,"Berkeley County, West Virginia",123283
54005,"Boone County, West Virginia",21705
54007,"Braxton County, West Virginia",12505
54009,"Brooke County, West Virginia",22349
54011,"Cabell County, West Virginia",93965
54013,"Calhoun County, West Virginia",6279
54015,"Clay County, West Virginia",8049
54017,"Doddridge County, West Virginia",7847
54019,"Fayette County, West Virginia",40545
54021,"Gilmer County, West Virginia",7444
54023,"Grant County, West Virginia",11034
54025,"Greenbrier County, West Virginia",32995
54027,"Hampshire County, West Virginia",23275
54029,"Hancock County, West Virginia",28907
54031,"Hardy County, West Virginia",14249
54033,"Harrison County, West Virginia",65862
54035,"Jackson County, West Virginia",27868
54037,"Jefferson County, West Virginia",58043
54039,"Kanawha County, West Virginia",179895
54041,"Lewis County, West Virginia",16920
54043,"Lincoln County, West Virginia",20410
54045,"Logan County, West Virginia",32350
54047,"McDowell County, West Virginia",18911
54049,"Marion County, West Virginia",56194
54051,"Marshall County, West Virginia",30509
54053,"Mason County, West Virginia",25488
54055,"Mercer County, West Virginia",59530
54057,"Mineral County, West Virginia",26957
54059,"Mingo County, West Virginia",23466
54061,"Monongalia County, West Virginia",105988
54063,"Monroe County, West Virginia",12438
54065,"Morgan County, West Virginia",17237
54067,"Nicholas County, West Virginia",24624
54069,"Ohio County, West Virginia",42224
54071,"Pendleton County, West Virginia",6156
54073,"Pleasants County, West Virginia",7622
54075,"Pocahontas County, West Virginia",7940
54077,"Preston County, West Virginia",34206
