country_name,iso3,year,scheme,peer_rank,peer_name,peer_iso3,distance,similarity_pct,shared_vars
Brazil,BRA,1960,B,3,Mexico,MEX,10.625,89.4,5
Brazil,BRA,1960,B,4,Peru,PER,12.592,87.4,5
Brazil,BRA,1960,B,5,South Africa,ZAF,14.45,85.5,5
Brazil,BRA,1970,B,1,Peru,PER,8.8,91.2,5
Brazil,BRA,1970,B,2,Colombia,COL,8.831,91.2,5
Brazil,BRA,1970,B,3,Philippines,PHL,10.535,89.5,5
Brazil,BRA,1970,B,4,Mexico,MEX,10.773,89.2,5
Brazil,BRA,1970,B,5,South Africa,ZAF,15.04,85.0,5
Brazil,BRA,1980,B,1,Peru,PER,7.966,92.0,5
Brazil,BRA,1980,B,2,Colombia,COL,10.449,89.6,5
Brazil,BRA,1980,B,3,Mexico,MEX,11.938,88.1,5
Brazil,BRA,1980,B,4,South Africa,ZAF,13.616,86.4,5
Brazil,BRA,1980,B,5,Philippines,PHL,16.104,83.9,5
Brazil,BRA,1990,B,1,Colombia,COL,11.261,88.7,5
Brazil,BRA,1990,B,2,Egypt,EGY,11.797,88.2,5
Brazil,BRA,1990,B,3,Peru,PER,12.79,87.2,5
Brazil,BRA,1990,B,4,Mexico,MEX,13.069,86.9,5
Brazil,BRA,1990,B,5,South Africa,ZAF,13.961,86.0,5
Brazil,BRA,2000,B,1,Colombia,COL,8.686,91.3,5
Brazil,BRA,2000,B,2,Uruguay,URY,9.076,90.9,4
